"","contrast","RAWMATERIAL","estimate","lower.HPD","upper.HPD"
"2815","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod2.15 - STRAT_mod2.88)","Opaline/CCS",0.0108102405168766,-0.0369907997659351,0.0596822798173982
"2816","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod2.15 - STRAT_mod3.37)","Opaline/CCS",0.0332880530613473,-0.0166455647762138,0.0791808112198358
"2817","(STRAT_mod0.3 - STRAT_mod1.44) - (STRAT_mod2.88 - STRAT_mod3.37)","Opaline/CCS",0.0594642861700212,0.0221555473066224,0.0948564492297406
"2818","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod0.3 - STRAT_mod2.88)","Opaline/CCS",-0.0259308199505688,-0.0655271863576483,0.0149974953016749
"2819","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod0.3 - STRAT_mod3.37)","Opaline/CCS",-0.00345499036861341,-0.0432199137155167,0.035581797033692
"2820","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod0.82 - STRAT_mod1.08)","Opaline/CCS",0.0716336449827,0.0249186702991802,0.120927099493054
"2821","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod0.82 - STRAT_mod1.44)","Opaline/CCS",0.0231045403528087,-0.0244299074914545,0.0728397099411233
"2822","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod0.82 - STRAT_mod2.15)","Opaline/CCS",0.0372244313970356,0.0101461520671187,0.0646519556279634
"2823","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod0.82 - STRAT_mod2.88)","Opaline/CCS",0.0110111706066811,-0.0347316948057572,0.0620817320392457
"2824","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod0.82 - STRAT_mod3.37)","Opaline/CCS",0.0335805185206097,-0.0137032981239176,0.0826105638089203
"2825","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod1.08 - STRAT_mod1.44)","Opaline/CCS",-0.0262130450899407,-0.0782050860530648,0.0203779065075573
"2826","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod1.08 - STRAT_mod2.15)","Opaline/CCS",-0.0115876207328465,-0.0390917270037843,0.0163698784330863
"2827","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod1.08 - STRAT_mod2.88)","Opaline/CCS",-0.0383093545480424,-0.0881114208169351,0.0100195210148208
"2828","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod1.08 - STRAT_mod3.37)","Opaline/CCS",-0.0154541002072568,-0.0646095101837787,0.0316578059047061
"2829","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod1.44 - STRAT_mod2.15)","Opaline/CCS",0.0366692683984968,0.00893812267621197,0.065506223212529
"2830","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod1.44 - STRAT_mod2.88)","Opaline/CCS",0.0108102405168766,-0.0369907997659351,0.0596822798173982
"2831","(STRAT_mod0.3 - STRAT_mod2.15) - (STRAT_mod1.44 - STRAT_mod3.37)","Opaline/CCS",0.0332880530613473,-0.0166455647762138,0.0791808112198358
