"","contrast","RAWMATERIAL","estimate","lower.HPD","upper.HPD"
"1615","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.1 - STRAT_mod2.88)","Opaline/CCS",-0.243213981250439,-0.424207359052963,-0.0796732494102263
"1616","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.1 - STRAT_mod3.37)","Opaline/CCS",-0.178187565429212,-0.339301946845545,-0.00252324588494596
"1617","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.2 - STRAT_mod0.3)","Opaline/CCS",-0.20722200334009,-0.39720080450139,-0.0114138524835526
"1618","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.2 - STRAT_mod0.82)","Opaline/CCS",-0.151137102507729,-0.335199381023357,0.0379459240698877
"1619","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.2 - STRAT_mod1.08)","Opaline/CCS",-0.166835984804381,-0.356892280136393,0.0150797868600977
"1620","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.2 - STRAT_mod1.44)","Opaline/CCS",-0.166037848977438,-0.343693760277033,0.0330978949722568
"1621","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.2 - STRAT_mod2.15)","Opaline/CCS",-0.299008425983441,-0.513961706599563,-0.0967125624693748
"1622","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.2 - STRAT_mod2.88)","Opaline/CCS",-0.306893927984592,-0.491437110095604,-0.113613100663167
"1623","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.2 - STRAT_mod3.37)","Opaline/CCS",-0.242894992732568,-0.428822094839753,-0.055326785489016
"1624","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.3 - STRAT_mod0.82)","Opaline/CCS",-0.0307647600547496,-0.194243426870038,0.131011794610061
"1625","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.3 - STRAT_mod1.08)","Opaline/CCS",-0.045399770256693,-0.206800914821169,0.116744479960481
"1626","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.3 - STRAT_mod1.44)","Opaline/CCS",-0.045731688157296,-0.211671283124733,0.114262782178379
"1627","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.3 - STRAT_mod2.15)","Opaline/CCS",-0.17754452507738,-0.363625393442592,0.0139389594669003
"1628","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.3 - STRAT_mod2.88)","Opaline/CCS",-0.186825964829182,-0.355820535208444,-0.022977676253125
"1629","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.3 - STRAT_mod3.37)","Opaline/CCS",-0.12239227824066,-0.283038309136083,0.0454667691019833
"1630","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.82 - STRAT_mod1.08)","Opaline/CCS",-0.102902259858007,-0.264065185262531,0.0489521226612063
"1631","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.82 - STRAT_mod1.44)","Opaline/CCS",-0.102603651109271,-0.273183602699577,0.0421000831713946
"1632","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.82 - STRAT_mod2.15)","Opaline/CCS",-0.236632298343811,-0.41537346293681,-0.053193687895944
"1633","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.82 - STRAT_mod2.88)","Opaline/CCS",-0.243828256270603,-0.408799057013227,-0.0931600207046598
"1634","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod0.82 - STRAT_mod3.37)","Opaline/CCS",-0.17877801771165,-0.336898124560512,-0.0237240262501997
"1635","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod1.08 - STRAT_mod1.44)","Opaline/CCS",-0.0880664875896406,-0.247092481317419,0.0717196117579463
"1636","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod1.08 - STRAT_mod2.15)","Opaline/CCS",-0.220544668523052,-0.398908881243455,-0.0346430291032883
"1637","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod1.08 - STRAT_mod2.88)","Opaline/CCS",-0.229053302443276,-0.393557259338546,-0.0723722697617381
"1638","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod1.08 - STRAT_mod3.37)","Opaline/CCS",-0.163440424148006,-0.319475903387096,-0.00494939203179334
"1639","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod1.44 - STRAT_mod2.15)","Opaline/CCS",-0.220843658209871,-0.406751478716412,-0.0386035713427225
